Date,ETci_Chilli,ETci_Tobacco,ETci_Pulses,Irr_CWR_met_Chilli,Irr_CWR_met_Tobacco,Irr_CWR_met_Pulses,Rainfed_CWR_met_Chilli,Rainfed_CWR_met_Tobacco,Rainfed_CWR_met_Pulses,AE_crop_Chilli,AE_crop_Tobacco,AE_crop_Pulses,AE_soil_Chilli,AE_soil_Tobacco,AE_soil_Pulses,IWR_Chilli,IWR_Tobacco,IWR_Pulses,%Irr_CWR_met_Chilli,%Rainfed_CWR_met_Chilli,%Combined_CWR_met_Chilli,Irr_yield_Chilli,Rainfed_yield_Chilli,Avg_yield_Chilli,IWR_met_Chilli,Irr_CWR_Chilli(cu.m/ha),Irr_CWR_Chilli(cu.m),Irr_CWA_Chilli(cu.m/ha),Irr_CWA_Chilli(cu.m),Rainfed_CWR_Chilli(cu.m/ha),Rainfed_CWR_Chilli(cu.m),Rainfed_CWA_Chilli(cu.m/ha),Rainfed_CWA_Chilli(cu.m),Combined CWR_Chilli(cu.m/ha),Combined CWR_Chilli(cu.m),Combined CWA_Chilli(cu.m/ha),Combined CWA_Chilli(cu.m),Potential_Yield_Chilli (Kg/ha),Potential_Irr_Production_Chilli(tonnes),Total_Irr_Production_Chilli,Potential_Rf_Production_Chilli(tonnes),Total_Rf_Production_Chilli,Potential_combined_Production_Chilli(tonnes),Total_combined_Production_Chilli,Potential_WP_Chilli (kg/cu.m),Combined_WP_Chilli (kg/cu.m),AE_crop_soil_Chilli(mm),Yield_Irr_Chilli (kg/ha),Yield_rf_Chilli (kg/ha),Actual_Rainfed_WP_Chilli (kg/cu.m),Water_use_total_Chilli [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Chilli,%Irr_CWR_met_Tobacco,%Rainfed_CWR_met_Tobacco,%Combined_CWR_met_Tobacco,Irr_yield_Tobacco,Rainfed_yield_Tobacco,Avg_yield_Tobacco,IWR_met_Tobacco,Irr_CWR_Tobacco(cu.m/ha),Irr_CWR_Tobacco(cu.m),Irr_CWA_Tobacco(cu.m/ha),Irr_CWA_Tobacco(cu.m),Rainfed_CWR_Tobacco(cu.m/ha),Rainfed_CWR_Tobacco(cu.m),Rainfed_CWA_Tobacco(cu.m/ha),Rainfed_CWA_Tobacco(cu.m),Combined CWR_Tobacco(cu.m/ha),Combined CWR_Tobacco(cu.m),Combined CWA_Tobacco(cu.m/ha),Combined CWA_Tobacco(cu.m),Potential_Yield_Tobacco (Kg/ha),Potential_Irr_Production_Tobacco(tonnes),Total_Irr_Production_Tobacco,Potential_Rf_Production_Tobacco(tonnes),Total_Rf_Production_Tobacco,Potential_combined_Production_Tobacco(tonnes),Total_combined_Production_Tobacco,Potential_WP_Tobacco (kg/cu.m),Combined_WP_Tobacco (kg/cu.m),AE_crop_soil_Tobacco(mm),Yield_Irr_Tobacco (kg/ha),Yield_rf_Tobacco (kg/ha),Actual_Rainfed_WP_Tobacco (kg/cu.m),Water_use_total_Tobacco [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Tobacco,%Irr_CWR_met_Pulses,%Rainfed_CWR_met_Pulses,%Combined_CWR_met_Pulses,Irr_yield_Pulses,Rainfed_yield_Pulses,Avg_yield_Pulses,IWR_met_Pulses,Irr_CWR_Pulses(cu.m/ha),Irr_CWR_Pulses(cu.m),Irr_CWA_Pulses(cu.m/ha),Irr_CWA_Pulses(cu.m),Rainfed_CWR_Pulses(cu.m/ha),Rainfed_CWR_Pulses(cu.m),Rainfed_CWA_Pulses(cu.m/ha),Rainfed_CWA_Pulses(cu.m),Combined CWR_Pulses(cu.m/ha),Combined CWR_Pulses(cu.m),Combined CWA_Pulses(cu.m/ha),Combined CWA_Pulses(cu.m),Potential_Yield_Pulses (Kg/ha),Potential_Irr_Production_Pulses(tonnes),Total_Irr_Production_Pulses,Potential_Rf_Production_Pulses(tonnes),Total_Rf_Production_Pulses,Potential_combined_Production_Pulses(tonnes),Total_combined_Production_Pulses,Potential_WP_Pulses (kg/cu.m),Combined_WP_Pulses (kg/cu.m),AE_crop_soil_Pulses(mm),Yield_Irr_Pulses (kg/ha),Yield_rf_Pulses (kg/ha),Actual_Rainfed_WP_Pulses (kg/cu.m),Water_use_total_Pulses [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Pulses,Rainfed_Yield_Avg,Irrigated_Yield_Avg,Rainfed_CWR_Avg,Rainfed_CWA_Avg,Irrigated_CWR_Avg,Irrigated_CWA_Avg,Combined_CWR_Avg,Combined_CWA_Avg,Drought Proofing
2008-12-31,823.18,471.18,205.593,823.18,471.18,205.593,548.857,378.671,185.158,548.857,378.671,185.158,79.0061,55.689,11.0512,274.323,92.5091,20.4353,1,0,1,1,0,1,1,8231.8,5.86104e+06,8231.8,5.86104e+06,8231.8,0,5488.57,0,8231.8,5.86104e+06,8231.8,5.86104e+06,6500,4628,4628,0,0,4628,4628,0.789621,0.789621,627.863,6500,0,0,1096.79,0.592638,1,0.803665,0.970759,1,0.823299,0.973683,1,4711.8,7.53888e+06,4711.8,7.53888e+06,4711.8,1.3193e+06,3786.71,1.06028e+06,4711.8,6.61256e+06,4574.02,6.57398e+06,2000,3200,3200,560,461.047,3760,3661.05,0.424466,0.425745,434.36,2000,1646.6,0.434836,592.495,0.337555,0,0.900603,0.900603,0,0.920482,0.920482,0,2055.93,0,2055.93,0,2055.93,2.36432e+06,1851.58,2.12931e+06,2055.93,2.36432e+06,1851.58,2.12931e+06,1500,0,0,1725,1587.83,1725,1587.83,0.729597,0.745702,196.209,0,1380.72,0.745702,196.209,0,90.1453,100,4565.35,3515.82,4565.35,4565.35,4565.35,4433.33,0.962341
2009-12-31,823.223,455.238,192.583,823.223,455.238,192.583,448.404,388.637,186.268,448.404,388.637,186.268,76.9158,67.4303,40.0676,374.82,66.6007,6.31457,1,0,1,1,0,1,1,8232.23,5.86135e+06,8232.23,5.86135e+06,8232.23,0,4484.04,0,8232.23,5.86135e+06,8232.23,5.86135e+06,6500,4628,4628,0,0,4628,4628,0.789579,0.789579,525.319,6500,0,0,1166.04,0.557444,1,0.853701,0.978211,1,0.868331,0.98039,1,4552.38,7.28381e+06,4552.38,7.28381e+06,4552.38,1.27467e+06,3886.37,1.08818e+06,4552.38,6.38883e+06,4453.19,6.36105e+06,2000,3200,3200,560,486.265,3760,3686.27,0.439331,0.440309,456.067,2000,1736.66,0.44686,569.915,0.35093,0,0.967211,0.967211,0,0.973769,0.973769,0,1925.83,0,1925.83,0,1925.83,2.2147e+06,1862.68,2.14209e+06,1925.83,2.2147e+06,1862.68,2.14209e+06,1500,0,0,1725,1679.75,1725,1679.75,0.778885,0.784166,226.336,0,1460.65,0.784166,226.336,0,95.3124,100,4445.36,3378.17,4445.36,4445.36,4445.36,4376.12,0.982086
2010-12-31,790.109,441.205,192.038,790.109,441.205,192.038,603.831,425.465,187.098,603.831,425.465,187.098,90.5727,87.0063,39.5528,186.278,15.7398,4.94014,1,0,1,1,0,1,1,7901.09,5.62558e+06,7901.09,5.62558e+06,7901.09,0,6038.31,0,7901.09,5.62558e+06,7901.09,5.62558e+06,6500,4628,4628,0,0,4628,4628,0.822671,0.822671,694.404,6500,0,0,1012.83,0.641767,1,0.964326,0.994687,1,0.967893,0.995218,1,4412.05,7.05928e+06,4412.05,7.05928e+06,4412.05,1.23537e+06,4254.65,1.1913e+06,4412.05,6.19189e+06,4388.61,6.18532e+06,2000,3200,3200,560,542.02,3760,3742.02,0.453304,0.453546,512.471,2000,1935.79,0.454981,539.377,0.370798,0,0.974275,0.974275,0,0.97942,0.97942,0,1920.38,0,1920.38,0,1920.38,2.20843e+06,1870.98,2.15162e+06,1920.38,2.20843e+06,1870.98,2.15162e+06,1500,0,0,1725,1689.5,1725,1689.5,0.781096,0.785221,226.65,0,1469.13,0.785221,226.65,0,97.7163,100,4310.17,3861.48,4310.17,4310.17,4310.17,4283.21,0.991273
2011-12-31,848.791,484.132,210.081,848.791,484.132,210.081,421.227,340.684,166.224,421.227,340.684,166.224,71.8216,33.5178,10.4609,427.564,143.448,43.8568,1,0,1,1,0,1,1,8487.91,6.04339e+06,8487.91,6.04339e+06,8487.91,0,4212.27,0,8487.91,6.04339e+06,8487.91,6.04339e+06,6500,4628,4628,0,0,4628,4628,0.765795,0.765795,493.048,6500,0,0,1223.93,0.531077,1,0.7037,0.95587,1,0.73333,0.960283,1,4841.32,7.74611e+06,4841.32,7.74611e+06,4841.32,1.35557e+06,3406.83,953914,4841.32,6.79433e+06,4627.67,6.7345e+06,2000,3200,3200,560,410.665,3760,3610.66,0.413111,0.415018,374.201,2000,1466.66,0.430505,619.412,0.322887,0,0.791239,0.791239,0,0.832991,0.832991,0,2100.81,0,2100.81,0,2100.81,2.41593e+06,1662.24,1.91158e+06,2100.81,2.41593e+06,1662.24,1.91158e+06,1500,0,0,1725,1436.91,1725,1436.91,0.714011,0.751688,176.685,0,1249.49,0.751688,176.685,0,81.3477,100,4692.94,3023.93,4692.94,4692.94,4692.94,4450.83,0.92872
2012-12-31,844.112,475.93,208.271,844.112,475.93,208.271,450.065,345.869,155.17,450.065,345.869,155.17,75.8632,51.5716,11.959,394.048,130.061,53.1007,1,0,1,1,0,1,1,8441.12,6.01008e+06,8441.12,6.01008e+06,8441.12,0,4500.65,0,8441.12,6.01008e+06,8441.12,6.01008e+06,6500,4628,4628,0,0,4628,4628,0.77004,0.77004,525.928,6500,0,0,1199.51,0.541886,1,0.726722,0.959299,1,0.75405,0.963369,1,4759.3,7.61488e+06,4759.3,7.61488e+06,4759.3,1.3326e+06,3458.69,968433,4759.3,6.67922e+06,4565.59,6.62499e+06,2000,3200,3200,560,422.268,3760,3622.27,0.42023,0.422013,397.441,2000,1508.1,0.436032,619.768,0.322702,0,0.74504,0.74504,0,0.796032,0.796032,0,2082.71,0,2082.71,0,2082.71,2.39511e+06,1551.7,1.78445e+06,2082.71,2.39511e+06,1551.7,1.78445e+06,1500,0,0,1725,1373.16,1725,1373.16,0.720217,0.76951,167.129,0,1194.05,0.76951,167.129,0,78.7812,100,4637.27,3070.88,4637.27,4637.27,4637.27,4376.76,0.918913
2013-12-31,808.154,453.687,201.938,808.154,453.687,201.938,494.635,342.715,166.699,494.635,342.715,166.699,74.8721,93.8862,8.34812,313.518,110.971,35.2385,1,0,1,1,0,1,1,8081.54,5.75405e+06,8081.54,5.75405e+06,8081.54,0,4946.35,0,8081.54,5.75405e+06,8081.54,5.75405e+06,6500,4628,4628,0,0,4628,4628,0.804302,0.804302,569.508,6500,0,0,1105.44,0.588003,1,0.755401,0.96357,1,0.779861,0.967213,1,4536.87,7.25899e+06,4536.87,7.25899e+06,4536.87,1.27032e+06,3427.15,959603,4536.87,6.36706e+06,4371.59,6.32078e+06,2000,3200,3200,560,436.722,3760,3636.72,0.440833,0.442499,436.602,2000,1559.72,0.455107,626.296,0.319338,0,0.825498,0.825498,0,0.860399,0.860399,0,2019.38,0,2019.38,0,2019.38,2.32228e+06,1666.99,1.91704e+06,2019.38,2.32228e+06,1666.99,1.91704e+06,1500,0,0,1725,1484.19,1725,1484.19,0.742803,0.774208,175.047,0,1290.6,0.774208,175.047,0,84.4629,100,4437.64,3175.28,4437.64,4437.64,4437.64,4246.31,0.940625
2014-12-31,804.773,455.791,194.96,703.718,386.452,180.557,304.957,256.619,169.114,304.957,256.619,169.114,59.1893,45.1302,31.0178,499.816,199.172,25.8464,0.87443,0,0.87443,0.87443,0,0.87443,0.87443,8047.73,5.72998e+06,7037.18,5.01047e+06,8047.73,0,3049.57,0,8047.73,5.72998e+06,7037.18,5.01047e+06,6500,4628,4046.86,0,0,4628,4046.86,0.807681,0.807681,364.147,5683.79,0,0,1111.25,0.511479,0.847871,0.563019,0.805446,0.863084,0.606717,0.824901,0.847871,4557.91,7.29265e+06,3864.52,6.18323e+06,4557.91,1.27621e+06,2566.19,718532,4557.91,6.39659e+06,3671.15,5.36934e+06,2000,3200,2761.87,560,339.761,3760,3101.63,0.438798,0.449397,301.749,1726.17,1213.43,0.472855,590.419,0.292363,0,0.867427,0.867427,0,0.893942,0.893942,0,1949.6,0,1805.57,0,1949.6,2.24204e+06,1691.14,1.94481e+06,1949.6,2.24204e+06,1691.14,1.94481e+06,1500,0,0,1725,1542.05,1725,1542.05,0.769388,0.792906,200.131,0,1340.91,0.792906,200.131,0,83.7702,86.6578,4420.33,2389.24,4420.33,3835.43,4420.33,3703.11,0.855543
2015-12-31,827.219,465.094,201.329,519.944,396.105,194.225,434.665,360.19,192.376,434.665,360.19,192.376,76.4843,68.7243,35.3854,392.553,104.905,8.95215,0.628545,0,0.628545,0.628545,0,0.628545,0.628545,8272.19,5.8898e+06,5199.44,3.702e+06,8272.19,0,4346.65,0,8272.19,5.8898e+06,5199.44,3.702e+06,6500,4628,2908.91,0,0,4628,2908.91,0.785766,0.785766,511.15,4085.54,0,0,932.923,0.437929,0.851666,0.774444,0.840165,0.866499,0.797,0.856148,0.851666,4650.94,7.44151e+06,3961.05,6.33768e+06,4650.94,1.30226e+06,3601.9,1.00853e+06,4650.94,6.52715e+06,3907.56,5.54398e+06,2000,3200,2772.8,560,446.32,3760,3219.12,0.43002,0.438201,428.914,1733,1594,0.442545,581.638,0.297951,0,0.955535,0.955535,0,0.964428,0.964428,0,2013.29,0,1942.25,0,2013.29,2.31528e+06,1923.76,2.21233e+06,2013.29,2.31528e+06,1923.76,2.21233e+06,1500,0,0,1725,1663.64,1725,1663.64,0.745051,0.751985,227.762,0,1446.64,0.751985,227.762,0,93.1645,79.3219,4529.36,3227.88,4529.36,3576.26,4529.36,3543.7,0.846118
2016-12-31,839.784,483.94,211.753,669.959,341.802,185.542,287.353,242.473,173.455,287.353,242.473,173.455,55.6953,58.7096,5.28264,552.431,241.467,38.2975,0.797775,0,0.797775,0.797775,0,0.797775,0.797775,8397.84,5.97926e+06,6699.59,4.77011e+06,8397.84,0,2873.53,0,8397.84,5.97926e+06,6699.59,4.77011e+06,6500,4628,3692.1,0,0,4628,3692.1,0.774009,0.774009,343.048,5185.54,0,0,1096.41,0.472957,0.70629,0.501038,0.675721,0.735661,0.550935,0.708149,0.70629,4839.4,7.74304e+06,3418.02,5.46883e+06,4839.4,1.35503e+06,2424.73,678923,4839.4,6.79164e+06,3270.08,4.75544e+06,2000,3200,2354.12,560,308.523,3760,2662.64,0.413274,0.433107,301.182,1471.32,1101.87,0.454431,592.714,0.248235,0,0.819141,0.819141,0,0.855312,0.855312,0,2117.53,0,1855.42,0,2117.53,2.43516e+06,1734.55,1.99474e+06,2117.53,2.43516e+06,1734.55,1.99474e+06,1500,0,0,1725,1475.41,1725,1475.41,0.708373,0.739653,178.738,0,1282.97,0.739653,178.738,0,79.5714,75.479,4679.98,2298.01,4679.98,3562.19,4679.98,3450.72,0.770429
2017-12-31,823.786,467.189,208.439,528.642,368.798,158.995,405.11,287.719,143.273,405.11,287.719,143.273,113.149,79.2805,6.19511,418.675,179.47,65.1664,0.641723,0,0.641723,0.641723,0,0.641723,0.641723,8237.86,5.86535e+06,5286.42,3.76393e+06,8237.86,0,4051.1,0,8237.86,5.86535e+06,5286.42,3.76393e+06,6500,4628,2969.89,0,0,4628,2969.89,0.78904,0.78904,518.26,4171.2,0,0,977.53,0.426708,0.789398,0.615851,0.76355,0.810458,0.654266,0.787195,0.789398,4671.89,7.47503e+06,3687.98,5.90077e+06,4671.89,1.30813e+06,2877.19,805614,4671.89,6.55655e+06,3567.23,5.14192e+06,2000,3200,2593.47,560,366.389,3760,2959.85,0.428092,0.441349,367,1620.92,1308.53,0.454795,609.176,0.266083,0,0.68736,0.68736,0,0.749888,0.749888,0,2084.39,0,1589.95,0,2084.39,2.39705e+06,1432.73,1.64764e+06,2084.39,2.39705e+06,1432.73,1.64764e+06,1500,0,0,1725,1293.56,1725,1293.56,0.719634,0.785098,149.468,0,1124.83,0.785098,149.468,0,73.1165,75.8494,4555.2,2656.64,4555.2,3347.35,4555.2,3238.36,0.748051
