Date,ETci_Chilli,ETci_Tobacco,ETci_Pulses,Irr_CWR_met_Chilli,Irr_CWR_met_Tobacco,Irr_CWR_met_Pulses,Rainfed_CWR_met_Chilli,Rainfed_CWR_met_Tobacco,Rainfed_CWR_met_Pulses,AE_crop_Chilli,AE_crop_Tobacco,AE_crop_Pulses,AE_soil_Chilli,AE_soil_Tobacco,AE_soil_Pulses,IWR_Chilli,IWR_Tobacco,IWR_Pulses,ET_Biological,%Irr_CWR_met_Chilli,%Rainfed_CWR_met_Chilli,%Combined_CWR_met_Chilli,Irr_yield_Chilli,Rainfed_yield_Chilli,Avg_yield_Chilli,IWR_met_Chilli,Irr_CWR_Chilli(cu.m/ha),Irr_CWR_Chilli(cu.m),Irr_CWA_Chilli(cu.m/ha),Irr_CWA_Chilli(cu.m),Rainfed_CWR_Chilli(cu.m/ha),Rainfed_CWR_Chilli(cu.m),Rainfed_CWA_Chilli(cu.m/ha),Rainfed_CWA_Chilli(cu.m),Combined CWR_Chilli(cu.m/ha),Combined CWR_Chilli(cu.m),Combined CWA_Chilli(cu.m/ha),Combined CWA_Chilli(cu.m),Potential_Yield_Chilli (Kg/ha),Potential_Irr_Production_Chilli(tonnes),Total_Irr_Production_Chilli,Potential_Rf_Production_Chilli(tonnes),Total_Rf_Production_Chilli,Potential_combined_Production_Chilli(tonnes),Total_combined_Production_Chilli,Potential_WP_Chilli (kg/cu.m),Combined_WP_Chilli (kg/cu.m),AE_crop_soil_Chilli(mm),Yield_Irr_Chilli (kg/ha),Yield_rf_Chilli (kg/ha),Actual_Rainfed_WP_Chilli (kg/cu.m),Water_use_total_Chilli [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Chilli,%Irr_CWR_met_Tobacco,%Rainfed_CWR_met_Tobacco,%Combined_CWR_met_Tobacco,Irr_yield_Tobacco,Rainfed_yield_Tobacco,Avg_yield_Tobacco,IWR_met_Tobacco,Irr_CWR_Tobacco(cu.m/ha),Irr_CWR_Tobacco(cu.m),Irr_CWA_Tobacco(cu.m/ha),Irr_CWA_Tobacco(cu.m),Rainfed_CWR_Tobacco(cu.m/ha),Rainfed_CWR_Tobacco(cu.m),Rainfed_CWA_Tobacco(cu.m/ha),Rainfed_CWA_Tobacco(cu.m),Combined CWR_Tobacco(cu.m/ha),Combined CWR_Tobacco(cu.m),Combined CWA_Tobacco(cu.m/ha),Combined CWA_Tobacco(cu.m),Potential_Yield_Tobacco (Kg/ha),Potential_Irr_Production_Tobacco(tonnes),Total_Irr_Production_Tobacco,Potential_Rf_Production_Tobacco(tonnes),Total_Rf_Production_Tobacco,Potential_combined_Production_Tobacco(tonnes),Total_combined_Production_Tobacco,Potential_WP_Tobacco (kg/cu.m),Combined_WP_Tobacco (kg/cu.m),AE_crop_soil_Tobacco(mm),Yield_Irr_Tobacco (kg/ha),Yield_rf_Tobacco (kg/ha),Actual_Rainfed_WP_Tobacco (kg/cu.m),Water_use_total_Tobacco [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Tobacco,%Irr_CWR_met_Pulses,%Rainfed_CWR_met_Pulses,%Combined_CWR_met_Pulses,Irr_yield_Pulses,Rainfed_yield_Pulses,Avg_yield_Pulses,IWR_met_Pulses,Irr_CWR_Pulses(cu.m/ha),Irr_CWR_Pulses(cu.m),Irr_CWA_Pulses(cu.m/ha),Irr_CWA_Pulses(cu.m),Rainfed_CWR_Pulses(cu.m/ha),Rainfed_CWR_Pulses(cu.m),Rainfed_CWA_Pulses(cu.m/ha),Rainfed_CWA_Pulses(cu.m),Combined CWR_Pulses(cu.m/ha),Combined CWR_Pulses(cu.m),Combined CWA_Pulses(cu.m/ha),Combined CWA_Pulses(cu.m),Potential_Yield_Pulses (Kg/ha),Potential_Irr_Production_Pulses(tonnes),Total_Irr_Production_Pulses,Potential_Rf_Production_Pulses(tonnes),Total_Rf_Production_Pulses,Potential_combined_Production_Pulses(tonnes),Total_combined_Production_Pulses,Potential_WP_Pulses (kg/cu.m),Combined_WP_Pulses (kg/cu.m),AE_crop_soil_Pulses(mm),Yield_Irr_Pulses (kg/ha),Yield_rf_Pulses (kg/ha),Actual_Rainfed_WP_Pulses (kg/cu.m),Water_use_total_Pulses [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Pulses,Rainfed_Yield_Avg,Irrigated_Yield_Avg,Rainfed_CWR_Avg,Rainfed_CWA_Avg,Irrigated_CWR_Avg,Irrigated_CWA_Avg,Combined_CWR_Avg,Combined_CWA_Avg,ET_Biological_Avg,Drought Proofing
2007-12-31,802.619,457.361,205.993,802.619,457.361,205.993,466.668,326.308,148.566,466.668,326.308,148.566,226.859,322.448,474.865,335.951,131.053,57.4268,630.914,1,0,1,1,0,1,1,8026.19,5.71465e+06,8026.19,5.71465e+06,8026.19,0,4666.68,0,8026.19,5.71465e+06,8026.19,5.71465e+06,6500,4628,4628,0,0,4628,4628,0.809849,0.809849,693.527,6500,0,0,1087.32,0.5978,1,0.713459,0.957324,1,0.742113,0.961591,1,4573.61,7.31777e+06,4573.61,7.31777e+06,4573.61,1.28061e+06,3263.08,913663,4573.61,6.41862e+06,4378.42,6.36397e+06,2000,3200,3200,560,415.583,3760,3615.58,0.437291,0.439241,648.756,2000,1484.23,0.454854,872.778,0.229153,0,0.721219,0.721219,0,0.776976,0.776976,0,2059.93,0,2059.93,0,2059.93,2.36892e+06,1485.66,1.70851e+06,2059.93,2.36892e+06,1485.66,1.70851e+06,1500,0,0,1725,1340.28,1725,1340.28,0.72818,0.784475,623.431,0,1165.46,0.784475,623.431,0,77.0149,100,4458.03,2983.91,4458.03,4458.03,4458.03,4183.48,630.914,0.912163
2008-12-31,823.18,471.18,205.593,823.18,471.18,205.593,548.857,378.671,185.158,548.857,378.671,185.158,223.813,356.05,477.469,274.323,92.5091,20.4353,698.221,1,0,1,1,0,1,1,8231.8,5.86104e+06,8231.8,5.86104e+06,8231.8,0,5488.57,0,8231.8,5.86104e+06,8231.8,5.86104e+06,6500,4628,4628,0,0,4628,4628,0.789621,0.789621,772.67,6500,0,0,1094.22,0.594029,1,0.803665,0.970759,1,0.823299,0.973683,1,4711.8,7.53888e+06,4711.8,7.53888e+06,4711.8,1.3193e+06,3786.71,1.06028e+06,4711.8,6.61256e+06,4574.02,6.57398e+06,2000,3200,3200,560,461.047,3760,3661.05,0.424466,0.425745,734.721,2000,1646.6,0.434836,892.856,0.224,0,0.900603,0.900603,0,0.920482,0.920482,0,2055.93,0,2055.93,0,2055.93,2.36432e+06,1851.58,2.12931e+06,2055.93,2.36432e+06,1851.58,2.12931e+06,1500,0,0,1725,1587.83,1725,1587.83,0.729597,0.745702,662.627,0,1380.72,0.745702,662.627,0,90.1453,100,4565.35,3515.82,4565.35,4565.35,4565.35,4433.33,698.221,0.962341
2009-12-31,823.223,455.238,192.583,823.223,455.238,192.583,448.404,388.637,186.268,448.404,388.637,186.268,201.331,253.448,396.279,374.82,66.6007,6.31457,613.673,1,0,1,1,0,1,1,8232.23,5.86135e+06,8232.23,5.86135e+06,8232.23,0,4484.04,0,8232.23,5.86135e+06,8232.23,5.86135e+06,6500,4628,4628,0,0,4628,4628,0.789579,0.789579,649.735,6500,0,0,1089.09,0.59683,1,0.853701,0.978211,1,0.868331,0.98039,1,4552.38,7.28381e+06,4552.38,7.28381e+06,4552.38,1.27467e+06,3886.37,1.08818e+06,4552.38,6.38883e+06,4453.19,6.36105e+06,2000,3200,3200,560,486.265,3760,3686.27,0.439331,0.440309,642.086,2000,1736.66,0.44686,755.933,0.264574,0,0.967211,0.967211,0,0.973769,0.973769,0,1925.83,0,1925.83,0,1925.83,2.2147e+06,1862.68,2.14209e+06,1925.83,2.2147e+06,1862.68,2.14209e+06,1500,0,0,1725,1679.75,1725,1679.75,0.778885,0.784166,582.547,0,1460.65,0.784166,582.547,0,95.3124,100,4445.36,3378.17,4445.36,4445.36,4445.36,4376.12,613.673,0.982086
2010-12-31,790.109,441.205,192.038,790.109,441.205,192.038,603.831,425.465,187.098,603.831,425.465,187.098,254.429,408.529,620.804,186.278,15.7398,4.94014,815.464,1,0,1,1,0,1,1,7901.09,5.62558e+06,7901.09,5.62558e+06,7901.09,0,6038.31,0,7901.09,5.62558e+06,7901.09,5.62558e+06,6500,4628,4628,0,0,4628,4628,0.822671,0.822671,858.26,6500,0,0,1076.61,0.603747,1,0.964326,0.994687,1,0.967893,0.995218,1,4412.05,7.05928e+06,4412.05,7.05928e+06,4412.05,1.23537e+06,4254.65,1.1913e+06,4412.05,6.19189e+06,4388.61,6.18532e+06,2000,3200,3200,560,542.02,3760,3742.02,0.453304,0.453546,833.995,2000,1935.79,0.454981,860.9,0.232315,0,0.974275,0.974275,0,0.97942,0.97942,0,1920.38,0,1920.38,0,1920.38,2.20843e+06,1870.98,2.15162e+06,1920.38,2.20843e+06,1870.98,2.15162e+06,1500,0,0,1725,1689.5,1725,1689.5,0.781096,0.785221,807.901,0,1469.13,0.785221,807.901,0,97.7163,100,4310.17,3861.48,4310.17,4310.17,4310.17,4283.21,815.464,0.991273
2011-12-31,848.791,484.132,210.081,848.791,484.132,210.081,421.227,340.684,166.224,421.227,340.684,166.224,213.544,257.668,423.473,427.564,143.448,43.8568,578.802,1,0,1,1,0,1,1,8487.91,6.04339e+06,8487.91,6.04339e+06,8487.91,0,4212.27,0,8487.91,6.04339e+06,8487.91,6.04339e+06,6500,4628,4628,0,0,4628,4628,0.765795,0.765795,634.771,6500,0,0,1135.95,0.572209,1,0.7037,0.95587,1,0.73333,0.960283,1,4841.32,7.74611e+06,4841.32,7.74611e+06,4841.32,1.35557e+06,3406.83,953914,4841.32,6.79433e+06,4627.67,6.7345e+06,2000,3200,3200,560,410.665,3760,3610.66,0.413111,0.415018,598.351,2000,1466.66,0.430505,843.562,0.23709,0,0.791239,0.791239,0,0.832991,0.832991,0,2100.81,0,2100.81,0,2100.81,2.41593e+06,1662.24,1.91158e+06,2100.81,2.41593e+06,1662.24,1.91158e+06,1500,0,0,1725,1436.91,1725,1436.91,0.714011,0.751688,589.697,0,1249.49,0.751688,589.697,0,81.3477,100,4692.94,3023.93,4692.94,4692.94,4692.94,4450.83,578.802,0.92872
2012-12-31,844.112,475.93,208.271,844.112,475.93,208.271,450.065,345.869,155.17,450.065,345.869,155.17,226.939,301.288,469.14,394.048,130.061,53.1007,635.825,1,0,1,1,0,1,1,8441.12,6.01008e+06,8441.12,6.01008e+06,8441.12,0,4500.65,0,8441.12,6.01008e+06,8441.12,6.01008e+06,6500,4628,4628,0,0,4628,4628,0.77004,0.77004,677.004,6500,0,0,1138.9,0.570729,1,0.726722,0.959299,1,0.75405,0.963369,1,4759.3,7.61488e+06,4759.3,7.61488e+06,4759.3,1.3326e+06,3458.69,968433,4759.3,6.67922e+06,4565.59,6.62499e+06,2000,3200,3200,560,422.268,3760,3622.27,0.42023,0.422013,647.157,2000,1508.1,0.436032,869.484,0.230022,0,0.74504,0.74504,0,0.796032,0.796032,0,2082.71,0,2082.71,0,2082.71,2.39511e+06,1551.7,1.78445e+06,2082.71,2.39511e+06,1551.7,1.78445e+06,1500,0,0,1725,1373.16,1725,1373.16,0.720217,0.76951,624.31,0,1194.05,0.76951,624.31,0,78.7812,100,4637.27,3070.88,4637.27,4637.27,4637.27,4376.76,635.825,0.918913
2013-12-31,808.154,453.687,201.938,808.154,453.687,201.938,494.635,342.715,166.699,494.635,342.715,166.699,261.169,378.497,544.619,313.518,110.971,35.2385,717.018,1,0,1,1,0,1,1,8081.54,5.75405e+06,8081.54,5.75405e+06,8081.54,0,4946.35,0,8081.54,5.75405e+06,8081.54,5.75405e+06,6500,4628,4628,0,0,4628,4628,0.804302,0.804302,755.804,6500,0,0,1123.3,0.578652,1,0.755401,0.96357,1,0.779861,0.967213,1,4536.87,7.25899e+06,4536.87,7.25899e+06,4536.87,1.27032e+06,3427.15,959603,4536.87,6.36706e+06,4371.59,6.32078e+06,2000,3200,3200,560,436.722,3760,3636.72,0.440833,0.442499,721.213,2000,1559.72,0.455107,910.907,0.219561,0,0.825498,0.825498,0,0.860399,0.860399,0,2019.38,0,2019.38,0,2019.38,2.32228e+06,1666.99,1.91704e+06,2019.38,2.32228e+06,1666.99,1.91704e+06,1500,0,0,1725,1484.19,1725,1484.19,0.742803,0.774208,711.318,0,1290.6,0.774208,711.318,0,84.4629,100,4437.64,3175.28,4437.64,4437.64,4437.64,4246.31,717.018,0.940625
2014-12-31,804.773,455.791,194.96,804.773,455.791,194.96,304.957,256.619,169.114,304.957,256.619,169.114,169.783,213.833,301.753,499.816,199.172,25.8464,468.685,1,0,1,1,0,1,1,8047.73,5.72998e+06,8047.73,5.72998e+06,8047.73,0,3049.57,0,8047.73,5.72998e+06,8047.73,5.72998e+06,6500,4628,4628,0,0,4628,4628,0.807681,0.807681,474.74,6500,0,0,1060.61,0.612855,1,0.563019,0.934918,1,0.606717,0.941426,1,4557.91,7.29265e+06,4557.91,7.29265e+06,4557.91,1.27621e+06,2566.19,718532,4557.91,6.39659e+06,4261.27,6.31353e+06,2000,3200,3200,560,339.761,3760,3539.76,0.438798,0.441852,470.452,2000,1213.43,0.472855,810.917,0.246634,0,0.867427,0.867427,0,0.893942,0.893942,0,1949.6,0,1949.6,0,1949.6,2.24204e+06,1691.14,1.94481e+06,1949.6,2.24204e+06,1691.14,1.94481e+06,1500,0,0,1725,1542.05,1725,1542.05,0.769388,0.792906,470.866,0,1340.91,0.792906,470.866,0,83.7702,100,4420.33,2389.24,4420.33,4420.33,4420.33,4191.87,468.685,0.937978
2015-12-31,827.219,465.094,201.329,526.715,400.16,194.225,434.665,360.19,192.376,434.665,360.19,192.376,228.214,294.029,410.271,392.553,104.905,8.95215,633.08,0.63673,0,0.63673,0.63673,0,0.63673,0.63673,8272.19,5.8898e+06,5267.15,3.75021e+06,8272.19,0,4346.65,0,8272.19,5.8898e+06,5267.15,3.75021e+06,6500,4628,2946.79,0,0,4628,2946.79,0.785766,0.785766,662.88,4138.75,0,0,955.864,0.432985,0.860386,0.774444,0.847586,0.874347,0.797,0.862827,0.860386,4650.94,7.44151e+06,4001.6,6.40257e+06,4650.94,1.30226e+06,3601.9,1.00853e+06,4650.94,6.52715e+06,3942.07,5.5992e+06,2000,3200,2797.91,560,446.32,3760,3244.23,0.43002,0.437753,654.218,1748.69,1594,0.442545,808.506,0.216287,0,0.955535,0.955535,0,0.964428,0.964428,0,2013.29,0,1942.25,0,2013.29,2.31528e+06,1923.76,2.21233e+06,2013.29,2.31528e+06,1923.76,2.21233e+06,1500,0,0,1725,1663.64,1725,1663.64,0.745051,0.751985,602.647,0,1446.64,0.751985,602.647,0,93.1645,80.1171,4529.36,3227.88,4529.36,3609.52,4529.36,3573.93,633.08,0.851031
2016-12-31,839.784,483.94,211.753,770.794,412.488,196.896,287.353,242.473,173.455,287.353,242.473,173.455,234.464,284.871,343.792,552.431,241.467,38.2975,509.819,0.917848,0,0.917848,0.917848,0,0.917848,0.917848,8397.84,5.97926e+06,7707.94,5.48805e+06,8397.84,0,2873.53,0,8397.84,5.97926e+06,7707.94,5.48805e+06,6500,4628,4247.8,0,0,4628,4247.8,0.774009,0.774009,521.816,5966.01,0,0,1116.16,0.534511,0.852353,0.501038,0.80003,0.867118,0.550935,0.820027,0.852353,4839.4,7.74304e+06,4124.88,6.59981e+06,4839.4,1.35503e+06,2424.73,678923,4839.4,6.79164e+06,3871.66,5.71797e+06,2000,3200,2774.78,560,308.523,3760,3083.3,0.413274,0.423604,527.344,1734.24,1101.87,0.454431,879.166,0.197259,0,0.819141,0.819141,0,0.855312,0.855312,0,2117.53,0,1968.96,0,2117.53,2.43516e+06,1734.55,1.99474e+06,2117.53,2.43516e+06,1734.55,1.99474e+06,1500,0,0,1725,1475.41,1725,1475.41,0.708373,0.739653,517.247,0,1282.97,0.739653,517.247,0,79.5714,88.2741,4679.98,2298.01,4679.98,4144.08,4679.98,3944.82,509.819,0.849484
2017-12-31,823.786,467.189,208.439,537.094,378.42,161.281,405.11,287.719,143.273,405.11,287.719,143.273,292.206,378.274,551.269,418.675,179.47,65.1664,668.244,0.651982,0,0.651982,0.651982,0,0.651982,0.651982,8237.86,5.86535e+06,5370.94,3.82411e+06,8237.86,0,4051.1,0,8237.86,5.86535e+06,5370.94,3.82411e+06,6500,4628,3017.37,0,0,4628,3017.37,0.78904,0.78904,697.316,4237.88,0,0,1017.28,0.416589,0.809993,0.615851,0.781078,0.828994,0.654266,0.802971,0.809993,4671.89,7.47503e+06,3784.2,6.05472e+06,4671.89,1.30813e+06,2877.19,805614,4671.89,6.55655e+06,3649.12,5.27294e+06,2000,3200,2652.78,560,366.389,3760,3019.17,0.428092,0.440091,665.993,1657.99,1308.53,0.454795,914.488,0.181302,0,0.68736,0.68736,0,0.749888,0.749888,0,2084.39,0,1612.81,0,2084.39,2.39705e+06,1432.73,1.64764e+06,2084.39,2.39705e+06,1432.73,1.64764e+06,1500,0,0,1725,1293.56,1725,1293.56,0.719634,0.785098,694.542,0,1124.83,0.785098,694.542,0,73.1165,77.4482,4555.2,2656.64,4555.2,3418.8,4555.2,3295.59,668.244,0.757928
